row_1,row_2,row_3,row_4,solution_count
blue camel;green lion;red lion;yellow lion,yellow hippo;red giraffe;yellow giraffe;blue lion,green hippo;green camel;red camel;red hippo,yellow camel;blue giraffe;blue hippo;green giraffe,42
red lion;green hippo;yellow hippo;red giraffe,red hippo;yellow giraffe;green lion;blue hippo,blue camel;blue lion;blue giraffe;green giraffe,red camel;yellow camel;yellow lion;green camel,54
blue hippo;blue giraffe;red lion;green camel,red camel;green giraffe;green lion;red hippo,blue lion;blue camel;green hippo;yellow lion,yellow camel;yellow giraffe;red giraffe;yellow hippo,36
green camel;green lion;yellow lion;yellow camel,green giraffe;red camel;blue lion;red hippo,red giraffe;blue hippo;blue giraffe;yellow hippo,green hippo;yellow giraffe;red lion;blue camel,34
yellow hippo;blue camel;green giraffe;red giraffe,yellow giraffe;blue lion;green lion;yellow camel,yellow lion;red lion;green camel;red camel,red hippo;blue giraffe;green hippo;blue hippo,7
yellow camel;blue giraffe;yellow giraffe;red hippo,red giraffe;yellow lion;green camel;blue camel,green lion;yellow hippo;green hippo;blue hippo,blue lion;red lion;green giraffe;red camel,7
green camel;blue hippo;red camel;blue camel,red lion;red hippo;yellow camel;green lion,green giraffe;red giraffe;blue giraffe;yellow hippo,green hippo;blue lion;yellow giraffe;yellow lion,46
green lion;red camel;yellow lion;yellow hippo,blue hippo;red hippo;red giraffe;yellow camel,blue giraffe;blue camel;red lion;yellow giraffe,green giraffe;blue lion;green camel;green hippo,880
red lion;yellow giraffe;red giraffe;red camel,green giraffe;blue giraffe;blue camel;green hippo,red hippo;green lion;green camel;yellow camel,blue hippo;blue lion;yellow lion;yellow hippo,282
yellow lion;blue lion;green camel;green hippo,yellow hippo;green lion;blue giraffe;blue hippo,red hippo;green giraffe;yellow giraffe;red lion,yellow camel;blue camel;red camel;red giraffe,19
red lion;red giraffe;yellow hippo;green lion,blue giraffe;yellow giraffe;red camel;red hippo,green hippo;blue hippo;blue camel;green camel,green giraffe;blue lion;yellow lion;yellow camel,104
green giraffe;green hippo;yellow lion;yellow hippo,yellow giraffe;red lion;green camel;blue giraffe,red camel;green lion;red hippo;red giraffe,blue camel;blue hippo;blue lion;yellow camel,0
blue hippo;blue camel;yellow giraffe;red giraffe,green hippo;blue lion;red camel;green lion,yellow lion;yellow camel;red hippo;yellow hippo,red lion;green camel;blue giraffe;green giraffe,18
yellow camel;red lion;red hippo;red camel,blue lion;green giraffe;yellow hippo;yellow lion,green lion;green camel;blue hippo;green hippo,red giraffe;yellow giraffe;blue giraffe;blue camel,8
yellow lion;blue camel;red hippo;green lion,blue giraffe;green giraffe;yellow giraffe;blue hippo,yellow hippo;red lion;blue lion;yellow camel,red camel;green camel;green hippo;red giraffe,0
green camel;green giraffe;green lion;blue giraffe,blue lion;yellow lion;yellow giraffe;yellow camel,blue camel;red lion;yellow hippo;red camel,red giraffe;green hippo;red hippo;blue hippo,35
green hippo;blue giraffe;yellow hippo;blue lion,red hippo;green lion;red giraffe;green camel,red camel;yellow lion;blue camel;green giraffe,yellow giraffe;yellow camel;blue hippo;red lion,1
blue camel;green camel;green lion;red hippo,red camel;yellow camel;blue giraffe;yellow giraffe,red lion;green hippo;blue lion;green giraffe,red giraffe;yellow hippo;blue hippo;yellow lion,44
yellow camel;red lion;green hippo;green giraffe,red camel;yellow lion;red giraffe;yellow hippo,blue camel;green camel;blue hippo;blue lion,yellow giraffe;blue giraffe;red hippo;green lion,89
blue giraffe;yellow giraffe;red camel;blue lion,red giraffe;red lion;green lion;blue camel,green hippo;red hippo;blue hippo;yellow lion,yellow hippo;green giraffe;green camel;yellow camel,487
green lion;yellow hippo;green giraffe;green hippo,yellow camel;blue lion;yellow giraffe;blue hippo,green camel;red lion;blue giraffe;red hippo,red giraffe;blue camel;red camel;yellow lion,2
green lion;green camel;yellow giraffe;yellow camel,blue hippo;green giraffe;yellow hippo;blue camel,red camel;red hippo;red giraffe;blue lion,green hippo;red lion;yellow lion;blue giraffe,135
red giraffe;red camel;green giraffe;yellow hippo,red hippo;green lion;green hippo;blue giraffe,blue camel;yellow giraffe;yellow camel;blue hippo,green camel;red lion;blue lion;yellow lion,4
yellow lion;blue camel;yellow giraffe;blue lion,green giraffe;red lion;red camel;green lion,red giraffe;yellow hippo;green camel;blue giraffe,red hippo;blue hippo;yellow camel;green hippo,6
red camel;green lion;red giraffe;green hippo,yellow lion;yellow hippo;yellow camel;green camel,blue camel;yellow giraffe;blue hippo;red hippo,green giraffe;red lion;blue giraffe;blue lion,4
green giraffe;yellow lion;yellow hippo;red camel,yellow camel;yellow giraffe;blue camel;red lion,blue giraffe;red giraffe;green hippo;blue hippo,red hippo;green lion;blue lion;green camel,18
yellow lion;yellow giraffe;green camel;yellow hippo,green giraffe;red lion;blue lion;red giraffe,green lion;blue hippo;red camel;blue camel,red hippo;green hippo;blue giraffe;yellow camel,18
green giraffe;red camel;green lion;red hippo,blue hippo;yellow camel;red lion;green hippo,yellow hippo;yellow giraffe;blue giraffe;yellow lion,blue camel;blue lion;green camel;red giraffe,46
red hippo;yellow lion;red giraffe;yellow camel,red lion;green camel;blue lion;blue giraffe,blue hippo;green giraffe;red camel;blue camel,green hippo;yellow hippo;green lion;yellow giraffe,257
blue hippo;blue giraffe;blue lion;green camel,yellow camel;blue camel;red hippo;yellow giraffe,green lion;yellow hippo;green giraffe;yellow lion,green hippo;red lion;red giraffe;red camel,5
red hippo;green hippo;blue lion;yellow camel,blue hippo;blue camel;yellow giraffe;red camel,red giraffe;green lion;green giraffe;yellow lion,green camel;yellow hippo;blue giraffe;red lion,11
green giraffe;red hippo;yellow giraffe;green lion,yellow lion;yellow hippo;blue camel;red giraffe,red camel;yellow camel;blue lion;blue giraffe,blue hippo;green hippo;green camel;red lion,0
yellow hippo;green giraffe;blue hippo;green camel,yellow camel;red camel;green lion;red giraffe,yellow giraffe;red lion;blue lion;green hippo,red hippo;blue camel;yellow lion;blue giraffe,5
blue camel;yellow lion;yellow camel;yellow giraffe,green giraffe;blue giraffe;yellow hippo;red hippo,blue hippo;green lion;blue lion;red giraffe,green hippo;red lion;green camel;red camel,36
red hippo;green camel;yellow giraffe;blue camel,blue giraffe;blue hippo;yellow lion;green hippo,yellow hippo;yellow camel;red lion;red camel,green giraffe;blue lion;green lion;red giraffe,4
red hippo;blue hippo;red lion;red camel,green giraffe;green lion;blue giraffe;yellow lion,green camel;yellow camel;blue camel;yellow giraffe,blue lion;green hippo;red giraffe;yellow hippo,3
blue lion;red hippo;yellow lion;yellow giraffe,red giraffe;red lion;red camel;blue camel,green camel;green lion;yellow hippo;yellow camel,green hippo;blue giraffe;blue hippo;green giraffe,32
yellow giraffe;green hippo;blue lion;yellow camel,red camel;red lion;blue camel;green lion,blue giraffe;green giraffe;red giraffe;red hippo,yellow hippo;yellow lion;green camel;blue hippo,0
yellow hippo;yellow lion;blue lion;green giraffe,blue hippo;red hippo;blue giraffe;green hippo,red lion;blue camel;red camel;red giraffe,green lion;yellow camel;green camel;yellow giraffe,52
blue lion;red hippo;yellow camel;yellow giraffe,green lion;green hippo;blue camel;red giraffe,yellow hippo;green giraffe;red lion;green camel,red camel;blue giraffe;yellow lion;blue hippo,0
green giraffe;red camel;red giraffe;yellow hippo,green camel;red lion;yellow lion;blue lion,blue giraffe;red hippo;green lion;green hippo,yellow camel;blue hippo;yellow giraffe;blue camel,4
blue giraffe;red lion;yellow camel;red giraffe,green lion;blue hippo;green camel;green hippo,red camel;yellow giraffe;yellow hippo;green giraffe,red hippo;yellow lion;blue lion;blue camel,0
green camel;yellow hippo;blue giraffe;red lion,yellow lion;green giraffe;green lion;green hippo,blue hippo;yellow camel;blue lion;yellow giraffe,blue camel;red giraffe;red camel;red hippo,14
yellow giraffe;red hippo;red giraffe;red lion,green hippo;green giraffe;red camel;blue giraffe,yellow lion;yellow camel;blue camel;blue hippo,blue lion;green lion;yellow hippo;green camel,103
yellow hippo;red camel;green giraffe;blue giraffe,blue hippo;yellow giraffe;blue lion;yellow lion,red hippo;yellow camel;red giraffe;red lion,blue camel;green lion;green camel;green hippo,110
red lion;yellow hippo;red camel;blue giraffe,green hippo;yellow lion;green camel;green lion,red hippo;yellow camel;green giraffe;blue camel,blue hippo;red giraffe;yellow giraffe;blue lion,136
yellow hippo;red camel;blue camel;green camel,green hippo;blue lion;green giraffe;green lion,red giraffe;yellow lion;yellow camel;red lion,red hippo;yellow giraffe;blue giraffe;blue hippo,29
blue lion;green giraffe;yellow hippo;yellow camel,red hippo;blue hippo;red camel;blue camel,yellow giraffe;blue giraffe;red lion;green camel,red giraffe;green hippo;green lion;yellow lion,47
blue giraffe;red hippo;blue lion;green hippo,red camel;yellow giraffe;blue camel;green camel,green giraffe;yellow lion;red lion;yellow camel,blue hippo;red giraffe;green lion;yellow hippo,28
blue giraffe;red giraffe;red camel;green camel,green giraffe;green lion;red hippo;yellow camel,yellow lion;blue camel;blue hippo;yellow giraffe,yellow hippo;green hippo;red lion;blue lion,28
blue giraffe;yellow giraffe;blue hippo;green lion,red hippo;yellow camel;green hippo;blue lion,yellow lion;red camel;red lion;yellow hippo,red giraffe;green camel;green giraffe;blue camel,0
yellow hippo;yellow camel;green hippo;red camel,green camel;blue giraffe;yellow lion;red lion,green lion;green giraffe;red hippo;blue hippo,blue lion;yellow giraffe;red giraffe;blue camel,32
yellow camel;blue camel;blue giraffe;yellow lion,red hippo;blue lion;blue hippo;red giraffe,green hippo;green giraffe;red camel;red lion,green camel;yellow hippo;green lion;yellow giraffe,26
green camel;red lion;red camel;blue hippo,blue giraffe;green hippo;red giraffe;red hippo,green giraffe;yellow hippo;blue lion;yellow lion,yellow giraffe;green lion;blue camel;yellow camel,63
red lion;green giraffe;green camel;red hippo,blue hippo;yellow camel;green lion;yellow hippo,red camel;yellow giraffe;red giraffe;yellow lion,green hippo;blue lion;blue camel;blue giraffe,4
blue hippo;green camel;blue camel;yellow giraffe,yellow hippo;green hippo;red camel;green lion,red hippo;green giraffe;red lion;blue giraffe,yellow lion;yellow camel;red giraffe;blue lion,109
red camel;yellow camel;red hippo;yellow lion,red giraffe;blue hippo;green hippo;blue giraffe,green camel;blue camel;red lion;blue lion,yellow hippo;green lion;green giraffe;yellow giraffe,195
red hippo;yellow hippo;blue giraffe;yellow camel,red camel;green giraffe;red lion;yellow lion,yellow giraffe;blue lion;red giraffe;green hippo,green lion;blue hippo;green camel;blue camel,1
blue lion;yellow giraffe;green lion;red camel,yellow lion;green hippo;blue giraffe;red lion,green camel;blue camel;yellow hippo;red giraffe,yellow camel;blue hippo;red hippo;green giraffe,106
green giraffe;yellow lion;red camel;yellow giraffe,red hippo;blue lion;green hippo;yellow camel,blue giraffe;green camel;red lion;blue camel,green lion;blue hippo;red giraffe;yellow hippo,0
yellow camel;blue hippo;green hippo;yellow lion,yellow hippo;blue lion;red giraffe;green giraffe,red camel;blue giraffe;green lion;green camel,yellow giraffe;red hippo;blue camel;red lion,31
blue hippo;green hippo;yellow giraffe;blue lion,red camel;blue giraffe;red hippo;red giraffe,yellow camel;yellow hippo;blue camel;yellow lion,green giraffe;green camel;red lion;green lion,5
green hippo;blue giraffe;green camel;red lion,red hippo;blue camel;red giraffe;blue hippo,green giraffe;green lion;red camel;blue lion,yellow camel;yellow lion;yellow hippo;yellow giraffe,3
green hippo;blue lion;red giraffe;red lion,blue hippo;yellow giraffe;green camel;green lion,green giraffe;yellow camel;red camel;blue camel,yellow lion;yellow hippo;red hippo;blue giraffe,44
yellow giraffe;blue giraffe;green camel;red hippo,green hippo;red giraffe;red lion;green giraffe,blue hippo;blue camel;green lion;red camel,yellow hippo;blue lion;yellow lion;yellow camel,32
blue giraffe;yellow camel;green camel;yellow giraffe,red hippo;red lion;red camel;green hippo,blue hippo;blue lion;green lion;green giraffe,yellow hippo;red giraffe;blue camel;yellow lion,464
red giraffe;blue lion;yellow giraffe;green lion,red hippo;green giraffe;blue giraffe;blue hippo,red lion;green camel;yellow hippo;green hippo,yellow lion;yellow camel;red camel;blue camel,42
green giraffe;blue hippo;yellow hippo;green hippo,blue lion;red hippo;green lion;red giraffe,yellow lion;yellow giraffe;red camel;green camel,red lion;yellow camel;blue giraffe;blue camel,0
red lion;green hippo;yellow lion;red hippo,green camel;blue giraffe;green lion;red giraffe,green giraffe;yellow camel;yellow hippo;blue camel,yellow giraffe;blue lion;red camel;blue hippo,0
green camel;yellow lion;red camel;red lion,yellow giraffe;blue camel;green lion;green hippo,yellow camel;yellow hippo;green giraffe;blue hippo,red hippo;blue lion;red giraffe;blue giraffe,14
red giraffe;red camel;yellow giraffe;green giraffe,yellow lion;yellow camel;yellow hippo;blue camel,blue hippo;red lion;green lion;green camel,blue lion;blue giraffe;red hippo;green hippo,93
green lion;red hippo;blue hippo;red giraffe,blue lion;yellow giraffe;red camel;green camel,yellow camel;green giraffe;yellow lion;red lion,blue camel;green hippo;yellow hippo;blue giraffe,29
yellow giraffe;red hippo;green hippo;blue giraffe,green giraffe;green lion;red giraffe;yellow hippo,yellow lion;green camel;blue hippo;yellow camel,red camel;blue camel;blue lion;red lion,5
green camel;green giraffe;yellow hippo;blue giraffe,red camel;red lion;red hippo;yellow lion,green lion;yellow giraffe;blue lion;blue hippo,blue camel;yellow camel;red giraffe;green hippo,276
yellow hippo;red lion;red camel;red hippo,yellow lion;green hippo;blue camel;green lion,blue giraffe;green giraffe;blue hippo;yellow giraffe,green camel;blue lion;yellow camel;red giraffe,0
red hippo;green camel;blue camel;yellow hippo,green giraffe;green lion;yellow camel;yellow giraffe,yellow lion;red camel;blue giraffe;green hippo,blue lion;red giraffe;red lion;blue hippo,4
green camel;yellow camel;red camel;yellow hippo,blue giraffe;blue lion;blue hippo;green hippo,yellow lion;green giraffe;red lion;blue camel,red giraffe;yellow giraffe;green lion;red hippo,16
green hippo;yellow giraffe;blue camel;blue lion,blue giraffe;red lion;green lion;green giraffe,green camel;red giraffe;blue hippo;yellow lion,yellow camel;red camel;yellow hippo;red hippo,35
yellow hippo;red hippo;green giraffe;yellow giraffe,red camel;yellow lion;green hippo;red lion,blue lion;blue hippo;green camel;blue camel,green lion;yellow camel;blue giraffe;red giraffe,0
red lion;blue lion;yellow camel;green hippo,red hippo;blue hippo;green camel;blue giraffe,blue camel;green lion;yellow giraffe;green giraffe,yellow lion;red camel;yellow hippo;red giraffe,80
yellow lion;red camel;blue camel;blue giraffe,blue lion;blue hippo;yellow camel;green giraffe,red hippo;green hippo;green lion;yellow hippo,yellow giraffe;red giraffe;red lion;green camel,136
